Frekvenca [Hz] - Palica 1	Amplituda frekv. prenosne funkcije [dB] - Palica 1	Frekvenca [Hz] - Palica 2	Amplituda frekv. prenosne funkcije [dB] - Palica 2	Frekvenca [Hz] - Palica 3	Amplituda frekv. prenosne funkcije [dB] - Palica 3	
55,6	-24,0586	55,6	-11,3992	55,6	-24,0871	
55,7	-24,2069	55,7	-11,3191	55,7	-24,0499	
55,8	-24,5107	55,8	-11,0637	55,8	-23,8748	
55,9	-24,7001	55,9	-10,9707	55,9	-23,8025	
56	-24,9423	56	-10,7864	56	-23,6551	
56,1	-25,1477	56,1	-10,6436	56,1	-23,5756	
56,2	-25,4175	56,2	-10,4802	56,2	-23,4447	
56,3	-25,6988	56,3	-10,2838	56,3	-23,2896	
56,4	-26,1051	56,4	-10,0898	56,4	-23,1379	
56,5	-26,1646	56,5	-10,043	56,5	-23,1221	
56,6	-26,6034	56,6	-9,80339	56,6	-22,9355	
56,7	-27,1498	56,7	-9,52745	56,7	-22,7037	
56,8	-27,4863	56,8	-9,37796	56,8	-22,5792	
56,9	-28,0852	56,9	-9,12239	56,9	-22,3828	
57	-28,4791	57	-8,93717	57	-22,239	
57,1	-28,997	57,1	-8,72519	57,1	-22,0666	
57,2	-29,2645	57,2	-8,5988	57,2	-21,9697	
57,3	-30,0628	57,3	-8,30013	57,3	-21,7235	
57,4	-30,8913	57,4	-8,0152	57,4	-21,4835	
57,5	-31,4809	57,5	-7,78478	57,5	-21,2874	
57,6	-32,208	57,6	-7,5133	57,6	-21,0734	
57,7	-32,8345	57,7	-7,29614	57,7	-20,8921	
57,8	-33,1375	57,8	-7,05995	57,8	-20,6895	
57,9	-33,2417	57,9	-6,73031	57,9	-20,4094	
58	-33,5103	58	-6,43383	58	-20,1529	
58,1	-33,5301	58,1	-6,11299	58,1	-19,8629	
58,2	-33,138	58,2	-5,84723	58,2	-19,6311	
58,3	-31,3378	58,3	-5,43381	58,3	-19,2772	
58,4	-30,3337	58,4	-5,2667	58,4	-19,1333	
58,5	-28,6495	58,5	-4,76697	58,5	-18,6893	
58,6	-27,2912	58,6	-4,34484	58,6	-18,2983	
58,7	-25,5007	58,7	-3,80695	58,7	-17,806	
58,8	-24,8704	58,8	-3,53925	58,8	-17,5715	
58,9	-23,8826	58,9	-3,20937	58,9	-17,2785	
59	-22,4872	59	-2,623	59	-16,7402	
59,1	-21,2043	59,1	-2,10701	59,1	-16,2597	
59,2	-19,7592	59,2	-1,49309	59,2	-15,6869	
59,3	-18,4005	59,3	-0,840896	59,3	-15,0779	
59,4	-17,7368	59,4	-0,542776	59,4	-14,8004	
59,5	-16,0938	59,5	0,382971	59,5	-13,9267	
59,6	-14,8119	59,6	1,1065	59,6	-13,2377	
59,7	-13,8787	59,7	1,61143	59,7	-12,7633	
59,8	-12,4957	59,8	2,53612	59,8	-11,8797	
59,9	-10,8214	59,9	3,67893	59,9	-10,7906	
60	-9,96934	60	4,18641	60	-10,3075	
60,1	-8,62557	60,1	5,12978	60,1	-9,40638	
60,2	-7,82883	60,2	5,58628	60,2	-8,98112	
60,3	-6,5256	60,3	6,45844	60,3	-8,15685	
60,4	-6,21229	60,4	6,42296	60,4	-8,22317	
60,5	-5,18471	60,5	7,00762	60,5	-7,68465	
60,6	-4,69548	60,6	7,28819	60,6	-7,42738	
60,7	-4,69169	60,7	6,9156	60,7	-7,84248	
60,8	-5,54289	60,8	5,74652	60,8	-9,05725	
60,9	-6,00749	60,9	4,91486	60,9	-9,92477	
61	-6,26788	61	4,41701	61	-10,4527	
61,1	-7,06282	61,1	3,32029	61,1	-11,5942	
61,2	-7,76483	61,2	2,34335	61,2	-12,6033	
61,3	-8,27588	61,3	1,59133	61,3	-13,3836	
61,4	-8,80508	61,4	0,764141	61,4	-14,2554	
61,5	-9,29136	61,5	0,0362632	61,5	-15,0193	
61,6	-9,81575	61,6	-0,748534	61,6	-15,8366	
61,7	-10,2496	61,7	-1,42868	61,7	-16,5589	
61,8	-10,7028	61,8	-2,12192	61,8	-17,2924	
61,9	-11,3015	61,9	-3,08553	61,9	-18,2988	
62	-11,5349	62	-3,51858	62	-18,7582	
62,1	-11,8085	62,1	-3,96823	62,1	-19,2469	
62,2	-12,1061	62,2	-4,47168	62,2	-19,7716	
62,3	-12,3735	62,3	-4,93469	62,3	-20,2719	
62,4	-12,5718	62,4	-5,28515	62,4	-20,657	
62,5	-12,8836	62,5	-5,83679	62,5	-21,2674	
62,6	-13,1972	62,6	-6,44935	62,6	-21,926	
62,7	-13,2924	62,7	-6,63011	62,7	-22,1182	
62,8	-13,5345	62,8	-7,07533	62,8	-22,6015	
62,9	-13,7337	62,9	-7,46158	62,9	-23,0109	
63	-13,9357	63	-7,88655	63	-23,4834	
63,1	-14,0924	63,1	-8,18405	63,1	-23,8039	
63,2	-14,2893	63,2	-8,54904	63,2	-24,2145	
63,3	-14,4613	63,3	-8,91382	63,3	-24,6113	
63,4	-14,6065	63,4	-9,22176	63,4	-24,9549	
63,5	-14,7697	63,5	-9,53791	63,5	-25,293	
63,6	-14,9122	63,6	-9,86138	63,6	-25,6493	
63,7	-15,08	63,7	-10,2218	63,7	-26,0521	
63,8	-15,1721	63,8	-10,4461	63,8	-26,3112	
63,9	-15,314	63,9	-10,7651	63,9	-26,6599	
64	-15,4247	64	-11,0257	64	-26,9373	
64,1	-15,6084	64,1	-11,4245	64,1	-27,3978	
64,2	-15,7244	64,2	-11,681	64,2	-27,6888	
64,3	-15,8222	64,3	-11,9215	64,3	-27,9645	
64,4	-15,9711	64,4	-12,2817	64,4	-28,3664	
64,5	-16,0319	64,5	-12,425	64,5	-28,5351	
64,6	-16,1753	64,6	-12,7742	64,6	-28,9416	
64,7	-16,2439	64,7	-12,9224	64,7	-29,1159	
64,8	-16,3207	64,8	-13,1456	64,8	-29,3666	
64,9	-16,4268	64,9	-13,4219	64,9	-29,665	
65	-16,5243	65	-13,6557	65	-29,9294	
65,1	-16,6449	65,1	-13,9855	65,1	-30,3117	
65,2	-16,6983	65,2	-14,1216	65,2	-30,4825	
65,3	-16,7856	65,3	-14,3364	65,3	-30,7373	
65,4	-16,8598	65,4	-14,4874	65,4	-30,9297	
65,5	-16,9165	65,5	-14,633	65,5	-31,0885	
65,6	-16,9845	65,6	-14,8233	65,6	-31,2902	
65,7	-17,0693	65,7	-15,0608	65,7	-31,5809	
65,8	-17,1708	65,8	-15,4086	65,8	-32,0007	
65,9	-17,2407	65,9	-15,6038	65,9	-32,2083	
66	-17,327	66	-15,7812	66	-32,4209	
66,1	-17,357	66,1	-15,8849	66,1	-32,587	
66,2	-17,442	66,2	-16,0638	66,2	-32,797	
66,3	-17,4977	66,3	-16,1961	66,3	-32,8889	
66,4	-17,5457	66,4	-16,3614	66,4	-33,0883	
66,5	-17,6538	66,5	-16,7169	66,5	-33,551	
66,6	-17,7071	66,6	-16,8519	66,6	-33,7284	
66,7	-17,7524	66,7	-16,959	66,7	-33,8673	
66,8	-17,8256	66,8	-17,1298	66,8	-34,0531	
66,9	-17,8714	66,9	-17,2107	66,9	-34,1423	
67	-17,9027	67	-17,343	67	-34,2923	
67,1	-17,9835	67,1	-17,661	67,1	-34,7175	
67,2	-18,0557	67,2	-17,882	67,2	-34,9345	
67,3	-18,1162	67,3	-18,0121	67,3	-35,088	
67,4	-18,1585	67,4	-18,1369	67,4	-35,2737	
67,5	-18,2156	67,5	-18,2773	67,5	-35,4197	
67,6	-18,2364	67,6	-18,3111	67,6	-35,5148	
67,7	-18,2985	67,7	-18,5059	67,7	-35,7407	
67,8	-18,3598	67,8	-18,6926	67,8	-35,8805	
67,9	-18,4152	67,9	-18,8536	67,9	-36,0229	
68	-18,4588	68	-18,9936	68	-36,2708	
68,1	-18,5103	68,1	-19,0996	68,1	-36,4039	
68,2	-18,5556	68,2	-19,3136	68,2	-36,7103	
68,3	-18,5617	68,3	-19,3217	68,3	-36,738	
68,4	-18,6305	68,4	-19,467	68,4	-36,9252	
68,5	-18,7204	68,5	-19,7681	68,5	-37,3036	
68,6	-18,7567	68,6	-19,984	68,6	-37,5377	
68,7	-18,7967	68,7	-20,0713	68,7	-37,5917	
68,8	-18,8367	68,8	-20,1532	68,8	-37,6856	
68,9	-18,8905	68,9	-20,3341	68,9	-37,9177	
69	-18,9155	69	-20,4194	69	-38,0586	
69,1	-18,9597	69,1	-20,6323	69,1	-38,2967	
69,2	-19,0041	69,2	-20,6881	69,2	-38,3879	
69,3	-19,0496	69,3	-20,8121	69,3	-38,5662	
69,4	-19,1311	69,4	-21,0448	69,4	-38,845	
69,5	-19,1633	69,5	-21,1557	69,5	-38,9453	
69,6	-19,1892	69,6	-21,2401	69,6	-39,0899	
69,7	-19,2204	69,7	-21,2895	69,7	-39,1926	
69,8	-19,2577	69,8	-21,4297	69,8	-39,2987	
69,9	-19,3063	69,9	-21,5802	69,9	-39,5135	
70	-19,3559	70	-21,7544	70	-39,727	
70,1	-19,3803	70,1	-21,8748	70,1	-39,8537	
70,2	-19,4084	70,2	-21,9465	70,2	-39,9641	
70,3	-19,4667	70,3	-22,0572	70,3	-40,1165	
70,4	-19,4785	70,4	-22,1495	70,4	-40,2264	
70,5	-19,5089	70,5	-22,2721	70,5	-40,4104	
70,6	-19,5651	70,6	-22,3849	70,6	-40,5645	
70,7	-19,6176	70,7	-22,568	70,7	-40,7979	
70,8	-19,6494	70,8	-22,614	70,8	-40,7933	
70,9	-19,6832	70,9	-22,7523	70,9	-40,9923	
71	-19,6887	71	-22,8814	71	-41,2384	
71,1	-19,7309	71,1	-23,0033	71,1	-41,3645	
71,2	-19,7717	71,2	-23,0504	71,2	-41,406	
71,3	-19,7857	71,3	-23,0443	71,3	-41,4737	
71,4	-19,8887	71,4	-23,3951	71,4	-41,9593	
71,5	-19,9118	71,5	-23,494	71,5	-42,012	
71,6	-19,9173	71,6	-23,5363	71,6	-42,1094	
71,7	-19,9474	71,7	-23,6698	71,7	-42,2549	
71,8	-20,0045	71,8	-23,8092	71,8	-42,4834	
71,9	-20,0386	71,9	-23,85	71,9	-42,5557	
72	-20,0852	72	-23,972	72	-42,7123	
72,1	-20,1227	72,1	-24,0962	72,1	-42,8696	
72,2	-20,143	72,2	-24,1765	72,2	-42,9154	
72,3	-20,1507	72,3	-24,3045	72,3	-43,0788	
72,4	-20,1972	72,4	-24,5327	72,4	-43,3623	
72,5	-20,2719	72,5	-24,6492	72,5	-43,5915	
72,6	-20,2945	72,6	-24,6318	72,6	-43,6632	
72,7	-20,3192	72,7	-24,6622	72,7	-43,634	
72,8	-20,3522	72,8	-24,7617	72,8	-43,782	
72,9	-20,3744	72,9	-24,8196	72,9	-43,9298	
73	-20,3815	73	-24,9134	73	-44,0625	
73,1	-20,4078	73,1	-24,9926	73,1	-44,1938	
73,2	-20,4672	73,2	-25,1948	73,2	-44,3719	
73,3	-20,5027	73,3	-25,2602	73,3	-44,4559	
73,4	-20,5659	73,4	-25,4503	73,4	-44,7519	
73,5	-20,5848	73,5	-25,5419	73,5	-44,8005	
73,6	-20,604	73,6	-25,5086	73,6	-44,8431	
73,7	-20,6651	73,7	-25,68	73,7	-45,0786	
73,8	-20,6794	73,8	-25,7205	73,8	-45,122	
73,9	-20,7087	73,9	-25,8365	73,9	-45,3613	
74	-20,7296	74	-25,7796	74	-45,3995	
74,1	-20,7674	74,1	-25,8701	74,1	-45,4916	
74,2	-20,7978	74,2	-26,0551	74,2	-45,7703	
74,3	-20,8546	74,3	-26,2487	74,3	-45,9986	
74,4	-20,8729	74,4	-26,2423	74,4	-46,0572	
74,5	-20,8881	74,5	-26,2825	74,5	-46,0641	
74,6	-20,9173	74,6	-26,4405	74,6	-46,2908	
74,7	-20,9629	74,7	-26,5162	74,7	-46,3853	
74,8	-20,9971	74,8	-26,6163	74,8	-46,5274	
74,9	-21,0362	74,9	-26,7183	74,9	-46,6712	
75	-21,0629	75	-26,7346	75	-46,9085	
75,1	-21,0887	75,1	-26,7521	75,1	-47,1956	
75,2	-21,12	75,2	-26,8074	75,2	-47,2294	
75,3	-21,1381	75,3	-26,8342	75,3	-47,2635	
75,4	-21,1726	75,4	-26,9179	75,4	-47,5416	
75,5	-21,2429	75,5	-27,0428	75,5	-47,7175	
75,6	-21,2847	75,6	-27,2071	75,6	-47,9454	
75,7	-21,3075	75,7	-27,2097	75,7	-47,9356	
75,8	-21,3595	75,8	-27,3368	75,8	-48,1825	
75,9	-21,3834	75,9	-27,2891	75,9	-48,2514	
76	-21,4108	76	-27,3676	76	-48,485	
76,1	-21,4423	76,1	-27,4671	76,1	-48,663	
76,2	-21,4663	76,2	-27,5303	76,2	-48,7718	
76,3	-21,4992	76,3	-27,6103	76,3	-49,0252	
76,4	-21,5271	76,4	-27,7159	76,4	-49,523	
76,5	-21,5703	76,5	-27,7265	76,5	-49,5855	
76,6	-21,6138	76,6	-27,7927	76,6	-49,7769	
76,7	-21,6444	76,7	-27,7613	76,7	-49,8422	
76,8	-21,686	76,8	-27,8121	76,8	-50,1474	
76,9	-21,7153	76,9	-27,8615	76,9	-50,303	
77	-21,7665	77	-27,9121	77	-50,5107	
77,1	-21,7756	77,1	-27,8616	77,1	-50,4788	
77,2	-21,8102	77,2	-28,017	77,2	-50,8421	
77,3	-21,8822	77,3	-28,1039	77,3	-51,3068	
77,4	-21,8865	77,4	-28,0859	77,4	-51,3157	
77,5	-21,9087	77,5	-28,106	77,5	-51,282	
77,6	-21,9509	77,6	-28,1111	77,6	-51,3186	
77,7	-21,9916	77,7	-27,8753	77,7	-50,9761	
77,8	-22,0386	77,8	-28,2543	77,8	-51,5915	
77,9	-22,0681	77,9	-28,314	77,9	-51,6641	
78	-22,1022	78	-28,4708	78	-51,4102	
78,1	-22,1286	78,1	-28,4715	78,1	-51,3051	
78,2	-22,1343	78,2	-28,6013	78,2	-50,8973	
78,3	-22,1361	78,3	-28,6735	78,3	-50,8502	
78,4	-22,1411	78,4	-28,8322	78,4	-50,5071	
78,5	-22,1418	78,5	-29,1309	78,5	-49,9259	
78,6	-22,1234	78,6	-29,341	78,6	-49,734	
78,7	-22,0891	78,7	-29,8471	78,7	-49,1766	
78,8	-22,0737	78,8	-30,3119	78,8	-48,7707	
78,9	-22,0608	78,9	-30,9	78,9	-48,5112	
79	-22,0759	79	-31,2502	79	-48,4276	
79,1	-22,0644	79,1	-31,6305	79,1	-48,322	
79,2	-22,0403	79,2	-32,4708	79,2	-47,9826	
79,3	-22,0543	79,3	-32,8318	79,3	-48,0466	
79,4	-22,0606	79,4	-33,0418	79,4	-48,0632	
79,5	-22,061	79,5	-33,5225	79,5	-48,1605	
79,6	-22,0767	79,6	-33,9551	79,6	-48,3276	
79,7	-22,0932	79,7	-34,1737	79,7	-48,3136	
79,8	-22,1453	79,8	-34,2742	79,8	-48,361	
79,9	-22,1703	79,9	-34,5317	79,9	-48,5619	
80	-22,1917	80	-35,0226	80	-48,6387	
80,1	-22,2192	80,1	-35,1975	80,1	-48,7378	
80,2	-22,257	80,2	-35,2277	80,2	-48,9282	
80,3	-22,2896	80,3	-35,2189	80,3	-49,1393	
80,4	-22,327	80,4	-35,4121	80,4	-49,1909	
80,5	-22,3819	80,5	-35,4262	80,5	-49,2276	
80,6	-22,4242	80,6	-35,5096	80,6	-49,4628	
80,7	-22,441	80,7	-35,5941	80,7	-49,5888	
80,8	-22,4726	80,8	-35,8195	80,8	-49,9636	
80,9	-22,5115	80,9	-35,7852	80,9	-49,846	
81	-22,5197	81	-35,7474	81	-49,7182	
81,1	-22,5596	81,1	-36,0267	81,1	-49,9985	
81,2	-22,6014	81,2	-36,1667	81,2	-50,427	
81,3	-22,6352	81,3	-35,9477	81,3	-50,3807	
81,4	-22,6731	81,4	-36,1696	81,4	-50,4907	
81,5	-22,7152	81,5	-36,2219	81,5	-50,6829	
81,6	-22,7667	81,6	-36,3682	81,6	-50,9562	
81,7	-22,7965	81,7	-36,2528	81,7	-50,9492	
81,8	-22,8258	81,8	-36,1816	81,8	-50,968	
81,9	-22,8391	81,9	-36,0941	81,9	-50,9116	
82	-22,8558	82	-36,2783	82	-51,0362	
82,1	-22,9012	82,1	-36,6233	82,1	-51,4016	
82,2	-22,9413	82,2	-36,6612	82,2	-51,5841	
82,3	-22,9429	82,3	-36,5196	82,3	-51,6421	
82,4	-23,0136	82,4	-36,8418	82,4	-52,2471	
82,5	-23,0448	82,5	-37,1407	82,5	-52,1364	
82,6	-23,0823	82,6	-37,1518	82,6	-52,1864	
82,7	-23,1054	82,7	-37,1792	82,7	-52,4147	
82,8	-23,1476	82,8	-37,4435	82,8	-52,2141	
82,9	-23,1829	82,9	-37,2297	82,9	-52,0303	
83	-23,1795	83	-37,0398	83	-52,0085	
83,1	-23,2484	83,1	-37,5492	83,1	-52,2986	
83,2	-23,2853	83,2	-37,4818	83,2	-52,4269	
83,3	-23,2996	83,3	-37,5874	83,3	-52,3984	
83,4	-23,3358	83,4	-37,9987	83,4	-52,7724	
83,5	-23,3529	83,5	-37,7117	83,5	-52,8975	
83,6	-23,4047	83,6	-38,0688	83,6	-53,228	
83,7	-23,4347	83,7	-37,9522	83,7	-53,1559	
83,8	-23,4376	83,8	-37,9645	83,8	-52,9181	
83,9	-23,4775	83,9	-37,7397	83,9	-52,9329	
84	-23,5287	84	-37,752	84	-53,051	
84,1	-23,5676	84,1	-38,1033	84,1	-53,0411	
84,2	-23,5766	84,2	-38,2217	84,2	-53,2113	
84,3	-23,6317	84,3	-38,2099	84,3	-53,479	
84,4	-23,6827	84,4	-38,6849	84,4	-53,6708	
84,5	-23,7092	84,5	-38,7435	84,5	-53,6439	
84,6	-23,7294	84,6	-38,7165	84,6	-53,9034	
84,7	-23,7522	84,7	-38,8538	84,7	-53,8484	
84,8	-23,7795	84,8	-38,8256	84,8	-53,7972	
84,9	-23,8176	84,9	-39,0973	84,9	-54,1333	
85	-23,8654	85	-39,3708	85	-54,332	
85,1	-23,9056	85,1	-39,284	85,1	-54,2231	
85,2	-23,9374	85,2	-39,5278	85,2	-54,2984	
85,3	-23,9639	85,3	-39,6647	85,3	-54,4284	
85,4	-24,0114	85,4	-39,7611	85,4	-54,5839	
85,5	-24,0084	85,5	-39,6647	85,5	-54,5334	
85,6	-24,0348	85,6	-39,8509	85,6	-54,7173	
85,7	-24,0729	85,7	-40,2055	85,7	-54,9583	
85,8	-24,1107	85,8	-40,102	85,8	-54,7713	
85,9	-24,1692	85,9	-40,3161	85,9	-55,2628	
86	-24,2052	86	-40,6015	86	-55,2509	
86,1	-24,2311	86,1	-40,493	86,1	-54,9614	
86,2	-24,2417	86,2	-40,5905	86,2	-55,2741	
86,3	-24,271	86,3	-40,7354	86,3	-55,3882	
86,4	-24,3202	86,4	-40,732	86,4	-55,8594	
86,5	-24,365	86,5	-40,7445	86,5	-55,5621	
86,6	-24,4294	86,6	-41,4057	86,6	-55,6937	
86,7	-24,4626	86,7	-41,3942	86,7	-55,6226	
86,8	-24,4951	86,8	-41,4991	86,8	-55,7064	
86,9	-24,5114	86,9	-41,489	86,9	-55,5709	
87	-24,5384	87	-41,7377	87	-55,7793	
87,1	-24,6181	87,1	-42,0047	87,1	-56,0269	
87,2	-24,6402	87,2	-41,7853	87,2	-56,3908	
87,3	-24,6714	87,3	-42,2621	87,3	-56,3752	
87,4	-24,6995	87,4	-42,3903	87,4	-56,1476	
87,5	-24,7255	87,5	-42,0124	87,5	-56,0398	
87,6	-24,7544	87,6	-42,0889	87,6	-56,028	
87,7	-24,8096	87,7	-42,2371	87,7	-56,3074	
87,8	-24,8539	87,8	-42,4282	87,8	-56,3177	
87,9	-24,862	87,9	-43,2614	87,9	-56,6622	
88	-24,9127	88	-43,1937	88	-55,9878	
88,1	-24,9663	88,1	-42,8348	88,1	-56,1148	
88,2	-24,9944	88,2	-43,3984	88,2	-56,963	
88,3	-25,0254	88,3	-43,2572	88,3	-56,8255	
88,4	-25,0552	88,4	-43,7619	88,4	-57,1185	
88,5	-25,0964	88,5	-43,709	88,5	-57,0481	
88,6	-25,1429	88,6	-44,5411	88,6	-56,8877	
88,7	-25,2173	88,7	-44,3599	88,7	-57,3307	
88,8	-25,2382	88,8	-43,9041	88,8	-57,185	
88,9	-25,2653	88,9	-44,4109	88,9	-57,0814	
89	-25,3066	89	-44,8119	89	-57,3685	
89,1	-25,3988	89,1	-44,8357	89,1	-57,4351	
89,2	-25,3828	89,2	-44,5698	89,2	-57,1252	
89,3	-25,4286	89,3	-45,051	89,3	-57,5826	
89,4	-25,4734	89,4	-45,5733	89,4	-57,4285	
89,5	-25,4728	89,5	-45,9842	89,5	-57,5438	
89,6	-25,5424	89,6	-45,9	89,6	-57,815	
89,7	-25,5469	89,7	-46,0252	89,7	-57,945	
89,8	-25,554	89,8	-45,8734	89,8	-57,8517	
89,9	-25,7118	89,9	-46,0795	89,9	-57,8736	
90	-25,6976	90	-46,5382	90	-57,8003	
90,1	-25,7394	90,1	-46,8034	90,1	-57,7533	
90,2	-25,8204	90,2	-47,1802	90,2	-57,8581	
90,3	-25,7987	90,3	-47,2056	90,3	-58,3855	
90,4	-25,8403	90,4	-47,5643	90,4	-58,8673	
90,5	-25,9106	90,5	-48,9662	90,5	-59,6487	
90,6	-25,9346	90,6	-49,4269	90,6	-58,6509	
90,7	-26,0163	90,7	-48,1943	90,7	-57,9117	
90,8	-26,036	90,8	-47,9263	90,8	-58,0106	
90,9	-26,0887	90,9	-48,1411	90,9	-58,4678	
91	-26,141	91	-48,2501	91	-58,7327	
91,1	-26,1891	91,1	-49,1102	91,1	-58,3976	
91,2	-26,2351	91,2	-50,648	91,2	-58,3872	
91,3	-26,2714	91,3	-50,1054	91,3	-58,8472	
91,4	-26,3029	91,4	-49,6283	91,4	-58,5405	
91,5	-26,3322	91,5	-48,9636	91,5	-58,4541	
91,6	-26,402	91,6	-49,8193	91,6	-58,6948	
91,7	-26,4443	91,7	-50,4989	91,7	-58,4493	
91,8	-26,5087	91,8	-51,9293	91,8	-58,9278	
91,9	-26,5781	91,9	-51,8221	91,9	-59,2975	
92	-26,6161	92	-52,2011	92	-59,4313	
92,1	-26,6526	92,1	-50,8851	92,1	-59,7823	
92,2	-26,6935	92,2	-50,7601	92,2	-59,1807	
92,3	-26,7613	92,3	-51,2209	92,3	-58,7384	
92,4	-26,8273	92,4	-52,8005	92,4	-59,1345	
92,5	-26,8723	92,5	-53,2383	92,5	-58,7734	
92,6	-26,8683	92,6	-53,1988	92,6	-58,6903	
92,7	-26,9166	92,7	-53,2651	92,7	-59,0856	
92,8	-26,9911	92,8	-54,3517	92,8	-60,2491	
92,9	-26,9978	92,9	-53,2678	92,9	-59,9321	
93	-27,0835	93	-54,1937	93	-59,0802	
93,1	-27,1348	93,1	-54,4827	93,1	-59,2281	
93,2	-27,1899	93,2	-55,1854	93,2	-59,2796	
93,3	-27,2256	93,3	-56,0988	93,3	-59,7	
93,4	-27,2662	93,4	-56,4428	93,4	-59,7617	
93,5	-27,3254	93,5	-56,2444	93,5	-59,7928	
93,6	-27,3657	93,6	-56,8103	93,6	-59,7479	
93,7	-27,4283	93,7	-58,8208	93,7	-59,4906	
93,8	-27,5156	93,8	-58,4854	93,8	-59,431	
93,9	-27,523	93,9	-58,5665	93,9	-59,3498	
94	-27,6007	94	-63,4459	94	-59,676	
94,1	-27,6317	94,1	-62,982	94,1	-59,871	
94,2	-27,7235	94,2	-62,4426	94,2	-59,9607	
94,3	-27,7828	94,3	-66,3087	94,3	-59,7808	
94,4	-27,8433	94,4	-66,6028	94,4	-59,6982	
94,5	-27,8806	94,5	-66,147	94,5	-59,8773	
94,6	-27,9558	94,6	-68,6068	94,6	-59,8244	
94,7	-28,0546	94,7	-72,9537	94,7	-59,5689	
94,8	-28,0692	94,8	-66,7387	94,8	-60,1474	
94,9	-28,1211	94,9	-65,4022	94,9	-60,5013	
95	-28,2249	95	-65,977	95	-60,6768	
95,1	-28,2346	95,1	-65,582	95,1	-60,437	
95,2	-28,2322	95,2	-64,4532	95,2	-60,5635	
95,3	-28,2342	95,3	-65,7714	95,3	-60,5888	
95,4	-28,3794	95,4	-65,0182	95,4	-60,5222	
95,5	-28,519	95,5	-61,2762	95,5	-60,3191	
95,6	-28,5486	95,6	-57,9434	95,6	-60,1413	
95,7	-28,5862	95,7	-64,4531	95,7	-60,3084	
95,8	-28,6364	95,8	-63,1116	95,8	-61,1452	
95,9	-28,7645	95,9	-61,0466	95,9	-60,8285	
96	-28,8241	96	-57,9946	96	-60,802	
96,1	-28,8471	96,1	-59,0446	96,1	-60,9372	
96,2	-28,8608	96,2	-59,7317	96,2	-60,5472	
96,3	-28,9226	96,3	-57,3397	96,3	-60,4699	
96,4	-28,9525	96,4	-56,4151	96,4	-60,5278	
96,5	-28,9935	96,5	-57,1019	96,5	-60,7956	
96,6	-29,1085	96,6	-55,5639	96,6	-61,0811	
96,7	-29,1362	96,7	-55,722	96,7	-61,6135	
96,8	-29,3275	96,8	-56,5126	96,8	-60,3544	
96,9	-29,3965	96,9	-54,3797	96,9	-61,0001	
97	-29,4233	97	-53,5654	97	-60,8184	
97,1	-29,4351	97,1	-53,6057	97,1	-60,7214	
97,2	-29,5327	97,2	-52,6835	97,2	-61,3526	
97,3	-29,6633	97,3	-53,1449	97,3	-60,9747	
97,4	-29,754	97,4	-52,9186	97,4	-60,7936	
97,5	-29,8757	97,5	-52,0723	97,5	-61,2052	
97,6	-29,8818	97,6	-51,9413	97,6	-61,2024	
97,7	-29,9964	97,7	-51,1004	97,7	-60,8918	
97,8	-30,0755	97,8	-51,1825	97,8	-61,1103	
97,9	-30,1378	97,9	-51,1105	97,9	-61,3007	
98	-30,2868	98	-50,6118	98	-60,7504	
98,1	-30,3242	98,1	-50,4859	98,1	-60,7857	
98,2	-30,3468	98,2	-50,6213	98,2	-60,8246	
98,3	-30,4431	98,3	-50,8138	98,3	-61,136	
98,4	-30,5026	98,4	-50,5903	98,4	-60,8293	
98,5	-30,6161	98,5	-50,1292	98,5	-61,3128	
98,6	-30,7952	98,6	-50,0541	98,6	-61,4748	
98,7	-30,8478	98,7	-49,3568	98,7	-63,1862	
98,8	-30,9143	98,8	-49,1867	98,8	-63,1281	
98,9	-31,0053	98,9	-48,937	98,9	-62,3092	
99	-31,0034	99	-49,4526	99	-61,3749	
99,1	-31,1419	99,1	-49,2616	99,1	-60,8111	
99,2	-31,3296	99,2	-48,6	99,2	-61,1831	
99,3	-31,4577	99,3	-48,7285	99,3	-61,2918	
99,4	-31,5281	99,4	-48,468	99,4	-61,2899	
99,5	-31,6188	99,5	-47,9117	99,5	-61,3328	
99,6	-31,7227	99,6	-48,2419	99,6	-61,475	
99,7	-31,7276	99,7	-48,25	99,7	-61,6322	
99,8	-31,8357	99,8	-48,0404	99,8	-62,0949	
99,9	-31,9521	99,9	-47,8622	99,9	-61,9856	
100	-32,1762	100	-47,4366	100	-62,2235	
