Frekvenca [Hz] - Plot 0	Faza frekv. prenosne funkcije [rad] - Plot 0	Frekvenca [Hz] - Plot 1	Faza frekv. prenosne funkcije [rad] - Plot 1	Frekvenca [Hz] - Plot 2	Faza frekv. prenosne funkcije [rad] - Plot 2	
57,9	0,890971	57,9	-0,0278412	57,9	-3,13458	
58	1,08421	58	-0,0305921	58	-3,13555	
58,1	1,20624	58,1	-0,0300618	58,1	-3,13537	
58,2	1,45799	58,2	-0,0337375	58,2	-3,13912	
58,3	1,71842	58,3	-0,0327647	58,3	-3,14112	
58,4	1,92087	58,4	-0,0336058	58,4	3,14139	
58,5	2,02393	58,5	-0,0399684	58,5	3,13877	
58,6	2,13126	58,6	-0,043093	58,6	3,13865	
58,7	2,28875	58,7	-0,041726	58,7	3,13855	
58,8	2,37819	58,8	-0,0433941	58,8	3,13489	
58,9	2,41611	58,9	-0,0483693	58,9	3,13221	
59	2,52922	59	-0,0462931	59	3,13186	
59,1	2,58138	59,1	-0,0490519	59,1	3,12832	
59,2	2,62391	59,2	-0,0498902	59,2	3,12778	
59,3	2,63295	59,3	-0,0535012	59,3	3,12706	
59,4	2,67831	59,4	-0,0546844	59,4	3,12397	
59,5	2,70701	59,5	-0,056976	59,5	3,12093	
59,6	2,73325	59,6	-0,0574632	59,6	3,11943	
59,7	2,77468	59,7	-0,0560234	59,7	3,11931	
59,8	2,79015	59,8	-0,0556923	59,8	3,11933	
59,9	2,76257	59,9	-0,0681671	59,9	3,11144	
60	2,78061	60	-0,0705622	60	3,10894	
60,1	2,80927	60,1	-0,0699221	60,1	3,10699	
60,2	2,81994	60,2	-0,0719865	60,2	3,1038	
60,3	2,82547	60,3	-0,0758637	60,3	3,10025	
60,4	2,83339	60,4	-0,0758065	60,4	3,10087	
60,5	2,83813	60,5	-0,0777123	60,5	3,10018	
60,6	2,85558	60,6	-0,0804763	60,6	3,09586	
60,7	2,8514	60,7	-0,0842323	60,7	3,09374	
60,8	2,86547	60,8	-0,0843479	60,8	3,09105	
60,9	2,87105	60,9	-0,0868611	60,9	3,08821	
61	2,84072	61	-0,0997107	61	3,08056	
61,1	2,88517	61,1	-0,0912173	61,1	3,08223	
61,2	2,88618	61,2	-0,0955948	61,2	3,07725	
61,3	2,86841	61,3	-0,105451	61,3	3,07019	
61,4	2,87918	61,4	-0,104495	61,4	3,07105	
61,5	2,8796	61,5	-0,107406	61,5	3,06764	
61,6	2,86954	61,6	-0,117679	61,6	3,05736	
61,7	2,85666	61,7	-0,12489	61,7	3,05191	
61,8	2,86738	61,8	-0,126792	61,8	3,04896	
61,9	2,87328	61,9	-0,129572	61,9	3,04549	
62	2,86183	62	-0,137935	62	3,03866	
62,1	2,86781	62,1	-0,138836	62,1	3,03765	
62,2	2,87017	62,2	-0,142309	62,2	3,03275	
62,3	2,85673	62,3	-0,154362	62,3	3,02088	
62,4	2,85881	62,4	-0,157342	62,4	3,01687	
62,5	2,84914	62,5	-0,167904	62,5	3,00743	
62,6	2,86121	62,6	-0,16386	62,6	3,01031	
62,7	2,83034	62,7	-0,189259	62,7	2,98626	
62,8	2,82324	62,8	-0,198153	62,8	2,97842	
62,9	2,81777	62,9	-0,205206	62,9	2,97194	
63	2,82987	63	-0,203191	63	2,97202	
63,1	2,82626	63,1	-0,212249	63,1	2,96161	
63,2	2,8142	63,2	-0,223755	63,2	2,95059	
63,3	2,79006	63,3	-0,24781	63,3	2,92602	
63,4	2,80414	63,4	-0,243163	63,4	2,92786	
63,5	2,78739	63,5	-0,258872	63,5	2,91263	
63,6	2,75475	63,6	-0,28703	63,6	2,88639	
63,7	2,7418	63,7	-0,303511	63,7	2,87033	
63,8	2,74815	63,8	-0,308039	63,8	2,86205	
63,9	2,69435	63,9	-0,358105	63,9	2,81325	
64	2,66936	64	-0,383591	64	2,78818	
64,1	2,63536	64,1	-0,419687	64,1	2,75233	
64,2	2,62292	64,2	-0,43445	64,2	2,73604	
64,3	2,57367	64,3	-0,483765	64,3	2,68715	
64,4	2,51232	64,4	-0,548757	64,4	2,62108	
64,5	2,43341	64,5	-0,626425	64,5	2,54446	
64,6	2,36685	64,6	-0,691631	64,6	2,48124	
64,7	2,29322	64,7	-0,767959	64,7	2,40495	
64,8	2,13414	64,8	-0,922212	64,8	2,25227	
64,9	2,02378	64,9	-1,0373	64,9	2,1357	
65	1,80933	65	-1,25463	65	1,91632	
65,1	1,65945	65,1	-1,40409	65,1	1,76758	
65,2	1,44453	65,2	-1,62138	65,2	1,55003	
65,3	1,24944	65,3	-1,81917	65,3	1,35326	
65,4	1,07601	65,4	-1,9907	65,4	1,18211	
65,5	0,900371	65,5	-2,16749	65,5	1,00614	
65,6	0,806523	65,6	-2,26198	65,6	0,911855	
65,7	0,687047	65,7	-2,37986	65,7	0,793816	
65,8	0,618935	65,8	-2,4492	65,8	0,72402	
65,9	0,561265	65,9	-2,50683	65,9	0,668115	
66	0,487473	66	-2,58006	66	0,593951	
66,1	0,447708	66,1	-2,62339	66,1	0,546009	
66,2	0,39129	66,2	-2,68519	66,2	0,48472	
66,3	0,380714	66,3	-2,69168	66,3	0,481811	
66,4	0,352102	66,4	-2,72317	66,4	0,448301	
66,5	0,301483	66,5	-2,77767	66,5	0,391285	
66,6	0,275892	66,6	-2,80515	66,6	0,364274	
66,7	0,268839	66,7	-2,80753	66,7	0,363924	
66,8	0,253494	66,8	-2,8249	66,8	0,348215	
66,9	0,249084	66,9	-2,8273	66,9	0,347298	
67	0,233225	67	-2,8454	67	0,326019	
67,1	0,194088	67,1	-2,89171	67,1	0,276695	
67,2	0,200061	67,2	-2,88167	67,2	0,291364	
67,3	0,186645	67,3	-2,89582	67,3	0,276506	
67,4	0,181573	67,4	-2,89895	67,4	0,273229	
67,5	0,173738	67,5	-2,90905	67,5	0,260744	
67,6	0,177183	67,6	-2,89943	67,6	0,273143	
67,7	0,172769	67,7	-2,90175	67,7	0,274623	
67,8	0,153587	67,8	-2,92897	67,8	0,246361	
67,9	0,138077	67,9	-2,94908	67,9	0,222704	
68	0,138315	68	-2,94589	68	0,227495	
68,1	0,138924	68,1	-2,94491	68,1	0,227305	
68,2	0,139125	68,2	-2,94074	68,2	0,235851	
68,3	0,124553	68,3	-2,96249	68,3	0,208763	
68,4	0,11045	68,4	-2,97958	68,4	0,190766	
68,5	0,115694	68,5	-2,97067	68,5	0,201821	
68,6	0,110958	68,6	-2,97721	68,6	0,193147	
68,7	0,108009	68,7	-2,98197	68,7	0,186865	
68,8	0,110586	68,8	-2,97416	68,8	0,199239	
68,9	0,108035	68,9	-2,97725	68,9	0,19946	
69	0,112716	69	-2,96674	69	0,212574	
69,1	0,101913	69,1	-2,98269	69,1	0,191657	
69,2	0,0921572	69,2	-2,9966	69,2	0,175165	
69,3	0,0913964	69,3	-2,99793	69,3	0,17633	
69,4	0,0877898	69,4	-3,00549	69,4	0,167069	
69,5	0,0871773	69,5	-3,00587	69,5	0,169906	
69,6	0,0896955	69,6	-2,99731	69,6	0,181751	
69,7	0,0875116	69,7	-3,0017	69,7	0,172232	
69,8	0,0838683	69,8	-3,0047	69,8	0,172316	
69,9	0,0852484	69,9	-3,00076	69,9	0,177386	
70	0,0797536	70	-3,00903	70	0,168086	
70,1	0,073922	70,1	-3,02111	70,1	0,147952	
70,2	0,0706817	70,2	-3,02583	70,2	0,14779	
70,3	0,0751217	70,3	-3,0141	70,3	0,163731	
70,4	0,0736849	70,4	-3,0172	70,4	0,161924	
70,5	0,0709285	70,5	-3,02194	70,5	0,154502	
70,6	0,0738353	70,6	-3,01622	70,6	0,162436	
70,7	0,0693476	70,7	-3,02353	70,7	0,155189	
70,8	0,0665325	70,8	-3,02777	70,8	0,154015	
70,9	0,0660935	70,9	-3,02536	70,9	0,147925	
71	0,0656387	71	-3,02935	71	0,139453	
71,1	0,0634809	71,1	-3,0347	71,1	0,138004	
71,2	0,0631865	71,2	-3,03289	71,2	0,138046	
71,3	0,059481	71,3	-3,03486	71,3	0,137356	
71,4	0,0562692	71,4	-3,03995	71,4	0,133642	
71,5	0,0570045	71,5	-3,0384	71,5	0,139083	
71,6	0,0571729	71,6	-3,03693	71,6	0,144366	
71,7	0,0562088	71,7	-3,03754	71,7	0,149382	
71,8	0,0553012	71,8	-3,03868	71,8	0,135333	
71,9	0,0541303	71,9	-3,04253	71,9	0,137812	
72	0,0517094	72	-3,04623	72	0,135161	
72,1	0,0548927	72,1	-3,03766	72,1	0,152822	
72,2	0,0545924	72,2	-3,04056	72,2	0,153252	
72,3	0,0516354	72,3	-3,04837	72,3	0,128096	
72,4	0,0492229	72,4	-3,04932	72,4	0,127395	
72,5	0,0522211	72,5	-3,04264	72,5	0,143026	
72,6	0,0532681	72,6	-3,04165	72,6	0,146727	
72,7	0,0497593	72,7	-3,05062	72,7	0,132391	
72,8	0,0486049	72,8	-3,05294	72,8	0,133263	
72,9	0,0511569	72,9	-3,04631	72,9	0,141944	
73	0,0519498	73	-3,04214	73	0,14864	
73,1	0,0460833	73,1	-3,05403	73,1	0,129795	
73,2	0,0447582	73,2	-3,05639	73,2	0,128533	
73,3	0,0452045	73,3	-3,05644	73,3	0,134328	
73,4	0,0430941	73,4	-3,06198	73,4	0,15219	
73,5	0,0458595	73,5	-3,05759	73,5	0,139224	
73,6	0,0495099	73,6	-3,04742	73,6	0,149477	
73,7	0,0480163	73,7	-3,04826	73,7	0,162035	
73,8	0,0465735	73,8	-3,05115	73,8	0,160882	
73,9	0,0465398	73,9	-3,05242	73,9	0,154482	
74	0,0467152	74	-3,05203	74	0,155051	
74,1	0,041215	74,1	-3,06853	74,1	0,125313	
74,2	0,0414958	74,2	-3,06403	74,2	0,151694	
74,3	0,0408288	74,3	-3,06491	74,3	0,161506	
74,4	0,0440237	74,4	-3,05491	74,4	0,174655	
74,5	0,0441593	74,5	-3,05655	74,5	0,158954	
74,6	0,043042	74,6	-3,06032	74,6	0,1645	
74,7	0,0424988	74,7	-3,06264	74,7	0,178058	
74,8	0,0400273	74,8	-3,07364	74,8	0,161909	
74,9	0,0394598	74,9	-3,074	74,9	0,160266	
75	0,0408424	75	-3,07005	75	0,162407	
75,1	0,0415673	75,1	-3,07041	75,1	0,183176	
75,2	0,0420782	75,2	-3,06977	75,2	0,196981	
75,3	0,0446134	75,3	-3,06537	75,3	0,210042	
75,4	0,0393892	75,4	-3,07772	75,4	0,196179	
75,5	0,0382764	75,5	-3,08219	75,5	0,19794	
75,6	0,0371076	75,6	-3,08199	75,6	0,209117	
75,7	0,0393504	75,7	-3,08128	75,7	0,221846	
75,8	0,0408673	75,8	-3,08385	75,8	0,239121	
75,9	0,0374277	75,9	-3,09484	75,9	0,246608	
76	0,038255	76	-3,09636	76	0,25497	
76,1	0,038369	76,1	-3,09716	76,1	0,262948	
76,2	0,0392291	76,2	-3,09924	76,2	0,272885	
76,3	0,04072	76,3	-3,10226	76,3	0,299199	
76,4	0,039878	76,4	-3,10708	76,4	0,313502	
76,5	0,04109	76,5	-3,11199	76,5	0,33392	
76,6	0,044535	76,6	-3,10704	76,6	0,386362	
76,7	0,0439915	76,7	-3,12323	76,7	0,387952	
76,8	0,0439456	76,8	-3,12953	76,8	0,429602	
76,9	0,0438175	76,9	-3,13271	76,9	0,49366	
77	0,0441392	77	3,14019	77	0,511301	
77,1	0,0484909	77,1	3,13232	77,1	0,578498	
77,2	0,0519128	77,2	3,1305	77,2	0,613959	
77,3	0,053049	77,3	3,11593	77,3	0,650353	
77,4	0,0536211	77,4	3,10136	77,4	0,697901	
77,5	0,056731	77,5	3,08678	77,5	0,724357	
77,6	0,0580675	77,6	3,06367	77,6	0,749091	
77,7	0,0624072	77,7	3,06274	77,7	0,784939	
77,8	0,0642487	77,8	3,04912	77,8	0,819811	
77,9	0,0664294	77,9	3,03523	77,9	0,823785	
78	0,0665188	78	3,01016	78	0,793212	
78,1	0,0679594	78,1	3,0073	78,1	0,769282	
78,2	0,069575	78,2	3,00578	78,2	0,734485	
78,3	0,0683956	78,3	2,99645	78,3	0,72102	
78,4	0,065704	78,4	2,99036	78,4	0,684612	
78,5	0,0625999	78,5	2,99153	78,5	0,632772	
78,6	0,0623372	78,6	3,00531	78,6	0,60338	
78,7	0,0595314	78,7	3,02028	78,7	0,541962	
78,8	0,057632	78,8	3,02092	78,8	0,504886	
78,9	0,0569037	78,9	3,04527	78,9	0,493372	
79	0,0516557	79	3,041	79	0,454473	
79,1	0,0453777	79,1	3,04174	79,1	0,394988	
79,2	0,0458109	79,2	3,08208	79,2	0,364564	
79,3	0,0474316	79,3	3,08416	79,3	0,369334	
79,4	0,0453947	79,4	3,09158	79,4	0,337123	
79,5	0,040134	79,5	3,10386	79,5	0,303608	
79,6	0,0401291	79,6	3,11739	79,6	0,289001	
79,7	0,0412115	79,7	3,12324	79,7	0,281376	
79,8	0,0383524	79,8	3,13255	79,8	0,264298	
79,9	0,0365501	79,9	3,13892	79,9	0,259996	
80	0,0351283	80	-3,13666	80	0,236381	
80,1	0,0318972	80,1	-3,13399	80,1	0,213103	
80,2	0,032878	80,2	-3,12535	80,2	0,227719	
80,3	0,0320361	80,3	-3,12274	80,3	0,220043	
80,4	0,0315045	80,4	-3,12807	80,4	0,214142	
80,5	0,029823	80,5	-3,13074	80,5	0,199514	
80,6	0,032224	80,6	-3,11902	80,6	0,194342	
80,7	0,0356796	80,7	-3,10212	80,7	0,208861	
80,8	0,0330834	80,8	-3,10452	80,8	0,186679	
80,9	0,0315446	80,9	-3,10836	80,9	0,177216	
81	0,0304202	81	-3,10065	81	0,153835	
81,1	0,0292681	81,1	-3,10608	81,1	0,158944	
81,2	0,0297044	81,2	-3,10296	81,2	0,161412	
81,3	0,0267233	81,3	-3,09656	81,3	0,150783	
81,4	0,0277007	81,4	-3,0938	81,4	0,141044	
81,5	0,0284055	81,5	-3,08826	81,5	0,143637	
81,6	0,0259595	81,6	-3,09199	81,6	0,130506	
81,7	0,0254763	81,7	-3,0935	81,7	0,137247	
81,8	0,0263648	81,8	-3,09417	81,8	0,132949	
81,9	0,026354	81,9	-3,09739	81,9	0,120622	
82	0,0254263	82	-3,09691	82	0,151259	
82,1	0,0273415	82,1	-3,09296	82,1	0,152706	
82,2	0,0262452	82,2	-3,08895	82,2	0,132251	
82,3	0,0246849	82,3	-3,0895	82,3	0,118515	
82,4	0,024763	82,4	-3,08862	82,4	0,103263	
82,5	0,0268768	82,5	-3,08552	82,5	0,115194	
82,6	0,0253454	82,6	-3,08652	82,6	0,104419	
82,7	0,0252084	82,7	-3,09644	82,7	0,123864	
82,8	0,0247587	82,8	-3,08842	82,8	0,107135	
82,9	0,0243789	82,9	-3,08082	82,9	0,0781967	
83	0,0240562	83	-3,08623	83	0,0713457	
83,1	0,0285173	83,1	-3,07344	83,1	0,123453	
83,2	0,0270036	83,2	-3,07535	83,2	0,129452	
83,3	0,0255928	83,3	-3,07812	83,3	0,116245	
83,4	0,0247735	83,4	-3,0788	83,4	0,103844	
83,5	0,0262823	83,5	-3,06294	83,5	0,133645	
83,6	0,0245823	83,6	-3,06724	83,6	0,111006	
83,7	0,0247394	83,7	-3,06343	83,7	0,128946	
83,8	0,0226867	83,8	-3,08307	83,8	0,0960782	
83,9	0,0231983	83,9	-3,08533	83,9	0,0791639	
84	0,0244849	84	-3,08288	84	0,0987698	
84,1	0,0234969	84,1	-3,07941	84,1	0,0841346	
84,2	0,0211613	84,2	-3,07639	84,2	0,0642179	
84,3	0,0222279	84,3	-3,07433	84,3	0,0836246	
84,4	0,023415	84,4	-3,07846	84,4	0,101839	
84,5	0,0218496	84,5	-3,07345	84,5	0,0908092	
84,6	0,0233833	84,6	-3,05588	84,6	0,0896159	
84,7	0,0226994	84,7	-3,06753	84,7	0,106364	
84,8	0,0209404	84,8	-3,08033	84,8	0,089703	
84,9	0,0227922	84,9	-3,06731	84,9	0,0874286	
85	0,0242698	85	-3,07761	85	0,112428	
85,1	0,022692	85,1	-3,07457	85,1	0,0902368	
85,2	0,0224382	85,2	-3,06301	85,2	0,0953809	
85,3	0,0225252	85,3	-3,05105	85,3	0,0861225	
85,4	0,022906	85,4	-3,06899	85,4	0,0708834	
85,5	0,0220692	85,5	-3,07514	85,5	0,0908786	
85,6	0,0207655	85,6	-3,07494	85,6	0,0760563	
85,7	0,0212758	85,7	-3,08466	85,7	0,0717967	
85,8	0,0259396	85,8	-3,06508	85,8	0,0846092	
85,9	0,0240516	85,9	-3,06306	85,9	0,0956539	
86	0,0216887	86	-3,06717	86	0,087878	
86,1	0,0214033	86,1	-3,06487	86,1	0,0610322	
86,2	0,0218235	86,2	-3,06156	86,2	0,0619009	
86,3	0,0241249	86,3	-3,06975	86,3	0,0919181	
86,4	0,0227282	86,4	-3,06711	86,4	0,0963669	
86,5	0,0223302	86,5	-3,054	86,5	0,0891047	
86,6	0,0237762	86,6	-3,05446	86,6	0,107616	
86,7	0,0208677	86,7	-3,05113	86,7	0,0854462	
86,8	0,0193041	86,8	-3,06198	86,8	0,0796606	
86,9	0,0208682	86,9	-3,07353	86,9	0,0712743	
87	0,0238468	87	-3,05569	87	0,0776235	
87,1	0,0218265	87,1	-3,06536	87,1	0,0853394	
87,2	0,022128	87,2	-3,06462	87,2	0,0846065	
87,3	0,0214163	87,3	-3,06265	87,3	0,0994104	
87,4	0,0205879	87,4	-3,06513	87,4	0,0990584	
87,5	0,0203251	87,5	-3,06663	87,5	0,0643513	
87,6	0,021457	87,6	-3,06108	87,6	0,0638698	
87,7	0,0186174	87,7	-3,06037	87,7	0,0826052	
87,8	0,020155	87,8	-3,06151	87,8	0,066619	
87,9	0,0239996	87,9	-3,02937	87,9	0,078904	
88	0,0223193	88	-3,04987	88	0,110127	
88,1	0,0224547	88,1	-3,06773	88,1	0,106079	
88,2	0,0213019	88,2	-3,06608	88,2	0,0949074	
88,3	0,0199124	88,3	-3,06411	88,3	0,0991283	
88,4	0,0209167	88,4	-3,06554	88,4	0,0701565	
88,5	0,0202707	88,5	-3,05059	88,5	0,0806038	
88,6	0,0191158	88,6	-3,04611	88,6	0,101753	
88,7	0,0206552	88,7	-3,06066	88,7	0,0752334	
88,8	0,0201286	88,8	-3,04372	88,8	0,0475671	
88,9	0,0202468	88,9	-3,05214	88,9	0,068505	
89	0,0212505	89	-3,0506	89	0,053613	
89,1	0,0199409	89,1	-3,04699	89,1	0,0515549	
89,2	0,0201898	89,2	-3,04612	89,2	0,0408006	
89,3	0,0198502	89,3	-3,05612	89,3	0,0132774	
89,4	0,0203781	89,4	-3,04129	89,4	0,102078	
89,5	0,0218611	89,5	-3,04674	89,5	0,0876224	
89,6	0,0210998	89,6	-3,06019	89,6	0,0683724	
89,7	0,0194233	89,7	-3,05702	89,7	0,0642851	
89,8	0,0206372	89,8	-3,03507	89,8	0,111423	
89,9	0,0202468	89,9	-3,03176	89,9	0,0860241	
90	0,0194096	90	-3,01977	90	0,0540498	
90,1	0,0213571	90,1	-3,0186	90,1	0,0585368	
90,2	0,0232367	90,2	-3,02784	90,2	0,0526859	
90,3	0,0220305	90,3	-3,03977	90,3	0,0659138	
90,4	0,0183231	90,4	-3,0603	90,4	0,036088	
90,5	0,0178679	90,5	-3,06364	90,5	0,0178081	
90,6	0,0193114	90,6	-3,038	90,6	0,0903552	
90,7	0,0207545	90,7	-3,02955	90,7	0,0617554	
90,8	0,0205335	90,8	-3,01994	90,8	0,059808	
90,9	0,0196714	90,9	-3,01939	90,9	0,0794982	
91	0,0212513	91	-3,02219	91	0,0660706	
91,1	0,0227331	91,1	-3,00836	91,1	0,0685385	
91,2	0,0222721	91,2	-3,01372	91,2	0,0522044	
91,3	0,0214065	91,3	-3,03731	91,3	0,0750234	
91,4	0,0218431	91,4	-3,01793	91,4	0,0720296	
91,5	0,0208821	91,5	-3,02241	91,5	0,0989093	
91,6	0,0193035	91,6	-3,01245	91,6	0,0321481	
91,7	0,0200437	91,7	-3,02526	91,7	-0,00286166	
91,8	0,0183174	91,8	-3,01882	91,8	-0,0100442	
91,9	0,0207639	91,9	-2,99644	91,9	-0,0248638	
92	0,0275678	92	-3,0009	92	0,038611	
92,1	0,0234835	92,1	-3,00181	92,1	0,0616316	
92,2	0,0220393	92,2	-3,00287	92,2	0,0231538	
92,3	0,0166446	92,3	-3,05612	92,3	0,0603116	
92,4	0,0194302	92,4	-3,00746	92,4	0,0700941	
92,5	0,0221628	92,5	-3,00824	92,5	0,0471291	
92,6	0,0208699	92,6	-2,96915	92,6	0,00482021	
92,7	0,0223435	92,7	-3,01714	92,7	0,0230989	
92,8	0,0226033	92,8	-2,98717	92,8	0,00915293	
92,9	0,0191157	92,9	-2,9831	92,9	0,0213777	
93	0,0170805	93	-3,0102	93	0,036196	
93,1	0,0188361	93,1	-2,98625	93,1	0,0482768	
93,2	0,0179683	93,2	-2,98417	93,2	0,0277237	
93,3	0,0199572	93,3	-3,0093	93,3	0,00952679	
93,4	0,0198379	93,4	-2,99282	93,4	0,0319179	
93,5	0,021573	93,5	-2,92988	93,5	0,0192148	
93,6	0,0230063	93,6	-2,92123	93,6	0,0671177	
93,7	0,021999	93,7	-2,97433	93,7	0,0828602	
93,8	0,0234109	93,8	-3,00715	93,8	0,0278159	
93,9	0,0234065	93,9	-2,96961	93,9	0,023354	
94	0,0211909	94	-2,93795	94	0,0286049	
94,1	0,0207201	94,1	-2,94087	94,1	0,0983145	
94,2	0,0183794	94,2	-3,0404	94,2	0,0608102	
94,3	0,0209762	94,3	-2,96274	94,3	-0,0022799	
94,4	0,021152	94,4	-2,96357	94,4	0,0024668	
94,5	0,0189058	94,5	-2,95841	94,5	0,0369676	
94,6	0,0182116	94,6	-2,91735	94,6	0,0212844	
94,7	0,0193825	94,7	-2,93934	94,7	-0,000845491	
94,8	0,0204502	94,8	-2,92934	94,8	0,0319042	
94,9	0,0247298	94,9	-2,8809	94,9	0,0423066	
95	0,0251961	95	-2,85267	95	0,0189744	
95,1	0,0251494	95,1	-2,93712	95,1	-0,0136739	
95,2	0,0259024	95,2	-2,88144	95,2	-0,0240484	
95,3	0,0233065	95,3	-2,81893	95,3	0,0344061	
95,4	0,02185	95,4	-2,84903	95,4	0,0748837	
95,5	0,0205763	95,5	-2,81899	95,5	0,0488496	
95,6	0,0210238	95,6	-2,85188	95,6	0,0159927	
95,7	0,0248924	95,7	-2,81749	95,7	0,0229957	
95,8	0,0242855	95,8	-2,79344	95,8	0,0530114	
95,9	0,0232592	95,9	-2,75522	95,9	0,0654823	
96	0,0217761	96	-2,74988	96	0,085096	
96,1	0,0234021	96,1	-2,79811	96,1	0,0635058	
96,2	0,0220934	96,2	-2,89373	96,2	0,0429757	
96,3	0,0223386	96,3	-2,79875	96,3	0,000428174	
96,4	0,0247794	96,4	-2,80313	96,4	-0,00938939	
96,5	0,0235557	96,5	-2,81524	96,5	0,0170822	
96,6	0,0219439	96,6	-2,69362	96,6	0,0279171	
96,7	0,0237108	96,7	-2,64417	96,7	0,0144475	
96,8	0,0242376	96,8	-2,60822	96,8	0,0234973	
96,9	0,0250876	96,9	-2,70174	96,9	0,016865	
97	0,0262958	97	-2,68897	97	0,0582585	
97,1	0,0269973	97,1	-2,64247	97,1	0,0696542	
97,2	0,0245247	97,2	-2,52325	97,2	0,0644243	
97,3	0,0254882	97,3	-2,61146	97,3	0,0452317	
97,4	0,0249332	97,4	-2,61616	97,4	0,0425911	
97,5	0,027406	97,5	-2,44295	97,5	0,0232646	
97,6	0,0267082	97,6	-2,47538	97,6	0,0268069	
97,7	0,0235143	97,7	-2,3798	97,7	0,0232198	
97,8	0,0258446	97,8	-2,20902	97,8	-0,030593	
97,9	0,0258477	97,9	-2,20644	97,9	-0,0255831	
98	0,0232323	98	-2,31407	98	0,0314042	
98,1	0,0246045	98,1	-2,32537	98,1	0,0289554	
98,2	0,0258924	98,2	-1,98632	98,2	0,0203926	
98,3	0,0244269	98,3	-1,67633	98,3	0,0565918	
98,4	0,024361	98,4	-1,89866	98,4	0,0235555	
98,5	0,0229642	98,5	-1,9598	98,5	0,0261215	
98,6	0,0253618	98,6	-1,59591	98,6	0,0167243	
98,7	0,030285	98,7	-1,57304	98,7	0,0425051	
98,8	0,0306299	98,8	-1,60222	98,8	0,0847652	
98,9	0,0299963	98,9	-1,54304	98,9	0,0611035	
99	0,028961	99	-1,22309	99	0,0297031	
99,1	0,0295102	99,1	-1,17488	99,1	0,00783582	
99,2	0,0261937	99,2	-1,04629	99,2	0,00576199	
99,3	0,0253697	99,3	-0,827077	99,3	-0,0224759	
99,4	0,0250043	99,4	-0,900822	99,4	-0,0801395	
99,5	0,0258094	99,5	-1,04013	99,5	0,00411881	
99,6	0,0257036	99,6	-0,882258	99,6	0,0175706	
99,7	0,0270266	99,7	-0,758359	99,7	-0,0279907	
99,8	0,0286406	99,8	-0,620133	99,8	-0,0159591	
99,9	0,0258192	99,9	-0,489606	99,9	-0,00947625	
100	0,0274628	100	-0,510207	100	-0,00117498	
