Frekvenca [Hz] - Frekv. prenosna funkcija	Amplituda frekv. prenosne funkcije [dB] - Frekv. prenosna funkcija	
1509	8,72755	
1510	8,27615	
1511	7,85187	
1512	7,44486	
1513	7,05351	
1514	6,67468	
1515	6,30667	
1516	5,95116	
1517	5,61001	
1518	5,28046	
1519	4,96192	
1520	4,65385	
1521	4,35567	
1522	4,06632	
1523	3,78175	
1524	3,49809	
1525	3,22109	
1526	2,97137	
1527	2,74295	
1528	2,52541	
1529	2,30554	
1530	2,09109	
1531	1,88935	
1532	1,67986	
1533	1,46359	
1534	1,25396	
1535	1,05288	
1536	0,853736	
1537	0,66109	
1538	0,470594	
1539	0,275414	
1540	0,0881091	
1541	-0,100218	
1542	-0,287918	
1543	-0,460035	
1544	-0,626344	
1545	-0,793529	
1546	-0,954637	
1547	-1,11259	
1548	-1,27249	
1549	-1,42651	
1550	-1,58193	
1551	-1,73239	
1552	-1,87738	
1553	-2,01868	
1554	-2,18053	
1555	-2,36578	
1556	-2,55615	
1557	-2,69623	
1558	-2,79489	
1559	-2,91508	
1560	-3,04784	
1561	-3,17769	
1562	-3,30368	
1563	-3,42303	
1564	-3,54652	
1565	-3,66523	
1566	-3,79053	
1567	-3,91844	
1568	-4,04699	
1569	-4,17465	
1570	-4,30361	
1571	-4,4303	
1572	-4,55271	
1573	-4,66669	
1574	-4,77443	
1575	-4,8869	
1576	-5,00394	
1577	-5,11366	
1578	-5,22354	
1579	-5,34004	
1580	-5,45435	
1581	-5,56172	
1582	-5,6643	
1583	-5,76993	
1584	-5,8747	
1585	-5,97713	
1586	-6,07319	
1587	-6,17343	
1588	-6,27333	
1589	-6,37308	
1590	-6,47542	
1591	-6,58079	
1592	-6,67977	
1593	-6,77265	
1594	-6,86586	
1595	-6,95876	
1596	-7,05267	
1597	-7,14603	
1598	-7,24335	
1599	-7,33819	
1600	-7,43117	
1601	-7,52644	
1602	-7,62239	
1603	-7,71342	
1604	-7,80307	
1605	-7,89202	
1606	-7,98097	
1607	-8,06584	
1608	-8,15488	
1609	-8,23808	
1610	-8,32074	
1611	-8,41058	
1612	-8,49795	
1613	-8,58119	
1614	-8,67016	
1615	-8,75888	
1616	-8,84337	
1617	-8,92384	
1618	-9,00405	
1619	-9,08831	
1620	-9,17338	
1621	-9,25151	
1622	-9,32685	
1623	-9,40671	
1624	-9,48613	
1625	-9,56986	
1626	-9,65649	
1627	-9,73341	
1628	-9,80709	
1629	-9,88747	
1630	-9,96028	
1631	-10,0372	
1632	-10,1185	
1633	-10,2011	
1634	-10,2824	
1635	-10,3632	
1636	-10,4383	
1637	-10,5123	
1638	-10,5874	
1639	-10,6615	
1640	-10,7349	
1641	-10,81	
1642	-10,8876	
1643	-10,9568	
1644	-11,0275	
1645	-11,1	
1646	-11,1746	
1647	-11,2498	
1648	-11,3244	
1649	-11,396	
1650	-11,4587	
1651	-11,5224	
1652	-11,5906	
1653	-11,6757	
1654	-11,7659	
1655	-11,844	
1656	-11,923	
1657	-12,0009	
1658	-12,079	
1659	-12,1465	
1660	-12,2152	
1661	-12,2818	
1662	-12,3452	
1663	-12,4092	
1664	-12,4765	
1665	-12,5297	
1666	-12,5675	
1667	-12,6774	
1668	-12,7726	
1669	-12,8156	
1670	-12,8907	
1671	-12,9591	
1672	-13,0376	
1673	-13,1364	
1674	-13,2371	
1675	-13,3141	
1676	-13,3786	
1677	-13,4419	
1678	-13,5044	
1679	-13,5696	
1680	-13,6365	
1681	-13,7061	
1682	-13,7797	
1683	-13,8543	
1684	-13,9295	
1685	-14,005	
1686	-14,0854	
1687	-14,1644	
1688	-14,2475	
1689	-14,305	
1690	-14,3296	
1691	-14,3505	
1692	-14,4069	
1693	-14,4802	
1694	-14,5586	
1695	-14,6414	
1696	-14,7224	
1697	-14,8146	
1698	-14,9076	
1699	-15,0087	
1700	-15,0989	
1701	-15,1677	
1702	-15,2359	
1703	-15,2999	
1704	-15,3727	
1705	-15,4465	
1706	-15,5257	
1707	-15,6019	
1708	-15,6808	
1709	-15,7575	
1710	-15,8411	
1711	-15,933	
1712	-16,0115	
1713	-16,1228	
1714	-16,247	
1715	-16,1056	
1716	-16,0532	
1717	-16,1051	
1718	-16,1898	
1719	-16,333	
1720	-16,4574	
1721	-16,5488	
1722	-16,6323	
1723	-16,7157	
1724	-16,7881	
1725	-16,8504	
1726	-16,9226	
1727	-16,9858	
1728	-17,0257	
1729	-17,0577	
1730	-17,0488	
1731	-17,0473	
1732	-17,2133	
1733	-17,4962	
1734	-17,7087	
1735	-17,8894	
1736	-18,0036	
1737	-17,9968	
1738	-17,9824	
1739	-18,0514	
1740	-18,1252	
1741	-18,2006	
1742	-18,2811	
1743	-18,3655	
1744	-18,4375	
1745	-18,5158	
1746	-18,6036	
1747	-18,6896	
1748	-18,7901	
1749	-18,8836	
1750	-18,961	
1751	-18,9899	
1752	-18,9568	
1753	-18,9189	
1754	-18,9838	
1755	-19,1321	
1756	-19,2783	
1757	-19,3888	
1758	-19,4969	
1759	-19,6278	
1760	-19,7924	
1761	-19,9645	
1762	-20,0489	
1763	-20,1084	
1764	-20,2003	
1765	-20,2878	
1766	-20,3793	
1767	-20,4538	
1768	-20,5289	
1769	-20,6256	
1770	-20,7645	
1771	-20,8804	
1772	-21,0027	
1773	-21,1357	
1774	-21,2678	
1775	-21,3856	
1776	-21,399	
1777	-21,3254	
1778	-21,3691	
1779	-21,6703	
1780	-21,9278	
1781	-22,0393	
1782	-22,1528	
1783	-22,2655	
1784	-22,3727	
1785	-22,4778	
1786	-22,5923	
1787	-22,7205	
1788	-22,9089	
1789	-23,1391	
1790	-23,3737	
1791	-23,581	
1792	-23,7352	
1793	-23,8854	
1794	-24,0506	
1795	-24,2284	
1796	-24,3731	
1797	-24,5056	
1798	-24,6786	
1799	-24,8674	
1800	-25,0159	
1801	-25,1644	
1802	-25,3709	
1803	-25,616	
1804	-25,8297	
1805	-26,0137	
1806	-26,2045	
1807	-26,4057	
1808	-26,6152	
1809	-26,8283	
1810	-27,068	
1811	-27,3186	
1812	-27,5745	
1813	-27,845	
1814	-28,1443	
1815	-28,4727	
1816	-28,7753	
1817	-28,9419	
1818	-29,1445	
1819	-29,4285	
1820	-29,8444	
1821	-30,1992	
1822	-30,5031	
1823	-30,8347	
1824	-31,1073	
1825	-31,2757	
1826	-31,4198	
1827	-31,557	
1828	-31,7538	
1829	-32,0917	
1830	-32,8116	
1831	-33,7909	
1832	-34,84	
1833	-35,8661	
1834	-36,9777	
1835	-38,274	
1836	-39,619	
1837	-41,2704	
1838	-43,1272	
1839	-45,6567	
1840	-48,9203	
1841	-54,5959	
1842	-61,6556	
1843	-54,1971	
1844	-49,7571	
1845	-46,4378	
1846	-43,8108	
1847	-41,9326	
1848	-40,309	
1849	-38,8419	
1850	-37,6065	
1851	-36,4456	
1852	-35,398	
1853	-34,4983	
1854	-33,7385	
1855	-33,0001	
1856	-32,3365	
1857	-31,6965	
1858	-31,0658	
1859	-30,5026	
1860	-29,9761	
1861	-29,4367	
1862	-28,898	
1863	-28,3993	
1864	-27,9498	
1865	-27,4671	
1866	-27,0414	
1867	-26,6563	
1868	-26,2468	
1869	-25,842	
1870	-25,4341	
1871	-25,0463	
1872	-24,7007	
1873	-24,3688	
1874	-23,9972	
1875	-23,6274	
1876	-23,2885	
1877	-22,9513	
1878	-22,6261	
1879	-22,332	
1880	-22,0281	
1881	-21,735	
1882	-21,4341	
1883	-21,1338	
1884	-20,8319	
1885	-20,536	
1886	-20,2361	
1887	-19,9299	
1888	-19,6431	
1889	-19,3364	
1890	-19,0506	
1891	-18,6996	
1892	-18,4458	
1893	-18,1934	
1894	-17,9747	
1895	-17,8159	
1896	-17,6454	
1897	-17,4043	
1898	-17,1149	
1899	-16,8195	
1900	-16,5188	
1901	-16,2312	
1902	-15,9555	
1903	-15,6659	
1904	-15,375	
1905	-15,0947	
1906	-14,8192	
1907	-14,5459	
1908	-14,2705	
1909	-13,9878	
1910	-13,7078	
1911	-13,4261	
1912	-13,1398	
1913	-12,8685	
1914	-12,604	
1915	-12,3305	
1916	-12,0453	
1917	-11,7719	
1918	-11,4953	
1919	-11,211	
1920	-10,9129	
1921	-10,5962	
1922	-10,2623	
1923	-9,91724	
1924	-9,56016	
1925	-9,20891	
1926	-8,87674	
1927	-8,54385	
1928	-8,19809	
1929	-7,84029	
1930	-7,48033	
1931	-7,11288	
1932	-6,72344	
1933	-6,33525	
1934	-5,97248	
1935	-5,61707	
1936	-5,24067	
1937	-4,72218	
1938	-4,17001	
1939	-3,66607	
1940	-3,13359	
1941	-2,60379	
1942	-2,06636	
1943	-1,51763	
1944	-0,934201	
1945	-0,289117	
1946	0,39437	
1947	1,11664	
1948	1,89323	
1949	2,74377	
1950	3,66432	
1951	4,66639	
1952	5,76203	
1953	6,98231	
1954	8,3726	
1955	9,93315	
1956	11,6491	
1957	13,4952	
1958	15,324	
1959	16,9036	
1960	17,5964	
1961	16,4856	
1962	13,9311	
1963	11,5949	
1964	9,80196	
1965	8,33886	
1966	7,10191	
1967	6,02458	
1968	5,07502	
1969	4,22749	
1970	3,46375	
1971	2,77274	
1972	2,14037	
1973	1,5468	
1974	1,00311	
1975	0,511772	
1976	0,0619759	
1977	-0,340833	
1978	-0,724252	
1979	-1,11273	
1980	-1,53211	
1981	-1,98561	
1982	-2,38554	
1983	-2,7327	
1984	-3,06176	
1985	-3,35562	
1986	-3,63748	
1987	-3,91405	
1988	-4,17032	
1989	-4,41031	
1990	-4,62645	
1991	-4,81227	
1992	-4,97171	
1993	-5,13712	
1994	-5,37821	
1995	-5,67091	
1996	-5,88788	
1997	-6,05945	
1998	-6,23115	
1999	-6,43488	
2000	-6,69066	
2001	-6,97479	
2002	-7,21825	
2003	-7,40511	
2004	-7,5714	
2005	-7,7321	
2006	-7,88071	
2007	-8,03038	
2008	-8,18484	
2009	-8,32752	
2010	-8,46376	
2011	-8,60937	
2012	-8,75193	
2013	-8,88832	
2014	-9,0135	
2015	-9,13301	
2016	-9,25482	
2017	-9,37264	
2018	-9,48812	
2019	-9,60367	
2020	-9,71687	
2021	-9,82972	
2022	-9,94081	
2023	-10,0604	
2024	-10,1938	
2025	-10,3466	
2026	-10,4826	
2027	-10,5741	
2028	-10,6585	
2029	-10,7517	
2030	-10,8376	
2031	-10,9278	
2032	-11,0188	
2033	-11,1086	
2034	-11,185	
2035	-11,2524	
2036	-11,3074	
2037	-11,3649	
2038	-11,4392	
2039	-11,5316	
2040	-11,6425	
2041	-11,7286	
2042	-11,8322	
2043	-11,9358	
2044	-12,0414	
2045	-12,142	
2046	-12,2332	
2047	-12,3111	
2048	-12,3894	
2049	-12,4846	
2050	-12,5834	
2051	-12,6784	
2052	-12,7695	
2053	-12,8541	
2054	-12,9221	
2055	-12,9911	
2056	-13,0669	
2057	-13,1509	
2058	-13,2149	
2059	-13,2667	
2060	-13,3295	
2061	-13,4013	
2062	-13,4691	
2063	-13,5382	
2064	-13,6123	
2065	-13,6879	
2066	-13,7607	
2067	-13,8213	
2068	-13,8942	
2069	-13,9736	
2070	-14,054	
2071	-14,1243	
2072	-14,1927	
2073	-14,2692	
2074	-14,3416	
2075	-14,3456	
2076	-14,3539	
2077	-14,4125	
2078	-14,4705	
2079	-14,5293	
2080	-14,5822	
2081	-14,6398	
2082	-14,7096	
2083	-14,7859	
2084	-14,8529	
2085	-14,9202	
2086	-14,9829	
2087	-15,0493	
2088	-15,1257	
2089	-15,185	
2090	-15,2433	
2091	-15,2887	
2092	-15,3184	
2093	-15,3532	
2094	-15,402	
2095	-15,4616	
2096	-15,5171	
2097	-15,5714	
2098	-15,6289	
2099	-15,6822	
2100	-15,7256	
2101	-15,7656	
2102	-15,8156	
2103	-15,8658	
2104	-15,925	
2105	-15,9839	
2106	-16,0513	
2107	-16,1078	
2108	-16,1585	
2109	-16,2136	
2110	-16,2695	
2111	-16,3158	
2112	-16,3692	
2113	-16,4219	
2114	-16,4625	
2115	-16,5046	
2116	-16,569	
2117	-16,6238	
2118	-16,6701	
2119	-16,7215	
2120	-16,7704	
2121	-16,8094	
2122	-16,859	
2123	-16,901	
2124	-16,947	
2125	-17,0042	
2126	-17,0591	
2127	-17,1136	
2128	-17,158	
2129	-17,1895	
2130	-17,2325	
2131	-17,2734	
2132	-17,3174	
2133	-17,3688	
2134	-17,4176	
2135	-17,4575	
2136	-17,5066	
2137	-17,5591	
2138	-17,5993	
2139	-17,645	
2140	-17,7042	
2141	-17,7647	
2142	-17,8097	
2143	-17,85	
2144	-17,8909	
2145	-17,9354	
2146	-17,9805	
2147	-18,0235	
2148	-18,0772	
2149	-18,1262	
2150	-18,1806	
2151	-18,2236	
2152	-18,2678	
2153	-18,3141	
2154	-18,3604	
2155	-18,4151	
2156	-18,4676	
2157	-18,5286	
2158	-18,6013	
2159	-18,6535	
2160	-18,6184	
2161	-18,6316	
2162	-18,7166	
2163	-18,7564	
2164	-18,8134	
2165	-18,8549	
2166	-18,8867	
2167	-18,9295	
2168	-18,9737	
2169	-19,0172	
2170	-19,0672	
2171	-19,1155	
2172	-19,1627	
2173	-19,2178	
2174	-19,2755	
2175	-19,3259	
2176	-19,3844	
2177	-19,4628	
2178	-19,5698	
2179	-19,6882	
2180	-19,8132	
2181	-20,0156	
2182	-20,2957	
2183	-20,6032	
2184	-20,6678	
2185	-20,3378	
2186	-20,1152	
2187	-20,0564	
2188	-20,0437	
2189	-20,053	
2190	-20,0764	
2191	-20,0916	
2192	-20,1198	
2193	-20,1552	
2194	-20,192	
2195	-20,2292	
2196	-20,2558	
2197	-20,3003	
2198	-20,3236	
2199	-20,366	
2200	-20,5103	
2201	-20,6495	
2202	-20,6811	
2203	-20,68	
2204	-20,6878	
2205	-20,7125	
2206	-20,7301	
2207	-20,7733	
2208	-20,8424	
2209	-20,9064	
2210	-20,9552	
2211	-20,9986	
2212	-21,0478	
2213	-21,1048	
2214	-21,1658	
2215	-21,2221	
2216	-21,2832	
2217	-21,3386	
2218	-21,4021	
2219	-21,4754	
2220	-21,5345	
2221	-21,6016	
2222	-21,6629	
2223	-21,7069	
2224	-21,6683	
2225	-21,4851	
2226	-21,3703	
2227	-21,499	
2228	-21,5977	
2229	-21,6675	
2230	-21,7406	
2231	-21,8165	
2232	-21,8826	
2233	-21,9368	
2234	-21,9985	
2235	-22,0629	
2236	-22,1072	
2237	-22,1635	
2238	-22,2214	
2239	-22,2814	
2240	-22,3607	
2241	-22,4271	
2242	-22,494	
2243	-22,5612	
2244	-22,6079	
2245	-22,6141	
2246	-22,6195	
2247	-22,644	
2248	-22,699	
2249	-22,7803	
2250	-22,8589	
2251	-22,9129	
2252	-22,9457	
2253	-22,9886	
2254	-23,0405	
2255	-23,091	
2256	-23,1312	
2257	-23,118	
2258	-23,0757	
2259	-23,0498	
2260	-22,9598	
2261	-22,8247	
2262	-22,6748	
2263	-22,6167	
2264	-22,8192	
2265	-23,1754	
2266	-23,4654	
2267	-23,5708	
2268	-23,6297	
2269	-23,7114	
2270	-23,7799	
2271	-23,842	
2272	-23,9209	
2273	-23,9868	
2274	-24,0531	
2275	-24,1339	
2276	-24,2094	
2277	-24,2854	
2278	-24,36	
2279	-24,4427	
2280	-24,5135	
2281	-24,5533	
2282	-24,5974	
2283	-24,6397	
2284	-24,7022	
2285	-24,7399	
2286	-24,7941	
2287	-24,818	
2288	-24,8439	
2289	-24,8521	
2290	-24,8538	
2291	-24,8173	
2292	-24,7337	
2293	-24,6248	
2294	-24,4421	
2295	-24,1357	
2296	-23,728	
2297	-23,2309	
2298	-22,8755	
2299	-22,961	
2300	-23,5015	
2301	-24,1494	
2302	-24,731	
2303	-25,2016	
2304	-25,589	
2305	-25,8977	
2306	-26,1135	
2307	-26,2619	
2308	-26,4282	
2309	-26,5596	
2310	-26,7117	
2311	-26,9182	
2312	-27,0721	
2313	-27,1903	
2314	-27,2721	
2315	-27,4214	
2316	-27,5599	
2317	-27,684	
2318	-27,8326	
2319	-27,9769	
2320	-28,1153	
2321	-28,2743	
2322	-28,4904	
2323	-28,6566	
2324	-28,7866	
2325	-28,8494	
2326	-28,8841	
2327	-28,9057	
2328	-28,9057	
2329	-29,0053	
2330	-29,0647	
2331	-29,1321	
2332	-29,2208	
2333	-29,3375	
2334	-29,4133	
2335	-29,5409	
2336	-29,6624	
2337	-29,7215	
2338	-29,8014	
2339	-30,0312	
2340	-30,2885	
2341	-30,495	
2342	-30,7093	
2343	-30,8848	
2344	-30,9737	
2345	-31,1749	
2346	-31,2902	
2347	-31,4231	
2348	-31,6295	
2349	-31,7943	
2350	-31,9963	
2351	-32,1301	
2352	-32,2841	
2353	-32,4805	
2354	-32,7114	
2355	-32,9793	
2356	-33,164	
2357	-33,3166	
2358	-33,4509	
2359	-33,7124	
2360	-34,0242	
2361	-34,2779	
2362	-34,4035	
2363	-34,6665	
2364	-34,9637	
2365	-35,1469	
2366	-35,4268	
2367	-35,7693	
2368	-35,9981	
2369	-36,2357	
2370	-36,5488	
2371	-36,9492	
2372	-37,2694	
2373	-37,4968	
2374	-37,8447	
2375	-38,1576	
2376	-38,6012	
2377	-39	
2378	-39,5008	
2379	-39,877	
2380	-40,3394	
2381	-40,9015	
2382	-41,3661	
2383	-41,4707	
2384	-41,7396	
2385	-41,8186	
2386	-42,0061	
2387	-42,3139	
2388	-42,331	
2389	-42,591	
2390	-42,6926	
2391	-42,5585	
2392	-42,0262	
2393	-41,3649	
2394	-41,0662	
2395	-40,9461	
2396	-40,4967	
2397	-40,1379	
2398	-39,7882	
2399	-39,1884	
2400	-38,7397	
2401	-38,401	
2402	-38,1404	
2403	-38,2483	
2404	-38,7991	
2405	-39,5115	
2406	-39,435	
2407	-38,2091	
2408	-37,1196	
2409	-36,2608	
2410	-35,572	
2411	-34,8804	
2412	-34,3408	
2413	-33,8252	
2414	-33,4348	
2415	-33,2015	
2416	-32,9256	
2417	-32,6198	
2418	-32,2647	
2419	-31,9503	
2420	-31,6279	
2421	-31,3547	
2422	-31,0322	
2423	-30,7037	
2424	-30,4129	
2425	-30,0605	
2426	-29,645	
2427	-29,0863	
2428	-28,817	
2429	-28,6795	
2430	-28,3888	
2431	-28,0983	
2432	-27,9046	
2433	-27,7388	
2434	-27,5665	
2435	-27,3528	
2436	-27,1284	
2437	-26,9385	
2438	-26,7358	
2439	-26,4877	
2440	-26,156	
2441	-25,8426	
2442	-25,7284	
2443	-25,7192	
2444	-25,5904	
2445	-25,3571	
2446	-24,9107	
2447	-24,3715	
2448	-24,0177	
2449	-23,8779	
2450	-23,6424	
2451	-23,4366	
2452	-23,2842	
2453	-23,0635	
2454	-22,86	
2455	-22,707	
2456	-22,5911	
2457	-22,4314	
2458	-22,2128	
2459	-22,0095	
2460	-21,8319	
2461	-21,6793	
2462	-21,5299	
2463	-21,4316	
2464	-21,4021	
2465	-21,4674	
2466	-21,6336	
2467	-21,9769	
2468	-22,5135	
2469	-23,3135	
2470	-24,2567	
2471	-24,2127	
2472	-22,6633	
2473	-21,247	
2474	-20,4351	
2475	-19,8992	
2476	-19,5185	
2477	-19,1928	
2478	-18,9042	
2479	-18,6218	
2480	-18,3805	
2481	-18,1374	
2482	-17,8966	
2483	-17,6851	
2484	-17,5232	
2485	-17,3566	
2486	-17,1138	
2487	-16,7388	
2488	-16,3272	
2489	-16,0587	
2490	-15,8471	
2491	-15,6261	
2492	-15,4102	
2493	-15,1808	
2494	-14,9458	
2495	-14,7014	
2496	-14,4867	
2497	-14,3034	
2498	-14,1158	
2499	-13,8942	
2500	-13,6728	
2501	-13,48	
2502	-13,2894	
2503	-13,0889	
2504	-12,9108	
2505	-12,7019	
2506	-12,4158	
2507	-12,0962	
2508	-11,791	
2509	-11,4618	
2510	-11,0417	
2511	-10,5067	
2512	-9,95712	
2513	-9,56222	
2514	-9,30966	
2515	-9,05102	
2516	-8,73802	
2517	-8,42105	
2518	-8,09136	
2519	-7,74655	
2520	-7,39865	
2521	-7,02835	
2522	-6,66479	
2523	-6,34405	
2524	-5,95921	
2525	-5,53053	
2526	-5,08392	
2527	-4,62101	
2528	-4,1427	
2529	-3,65834	
2530	-3,15483	
2531	-2,6294	
2532	-2,07131	
2533	-1,4629	
2534	-0,814512	
2535	-0,165411	
2536	0,496324	
2537	1,26963	
2538	2,12316	
2539	3,02939	
2540	4,01817	
2541	5,09385	
2542	6,27123	
2543	7,5717	
2544	8,99198	
2545	10,5186	
2546	12,0755	
2547	13,4723	
2548	14,3402	
2549	14,2099	
2550	13,0123	
2551	11,2994	
2552	9,58543	
2553	8,07088	
2554	6,75381	
2555	5,5988	
2556	4,58256	
2557	3,67408	
2558	2,85365	
2559	2,10739	
2560	1,43873	
2561	0,826585	
2562	0,252936	
2563	-0,29784	
2564	-0,830214	
2565	-1,34104	
2566	-1,8447	
2567	-2,33692	
2568	-2,78174	
2569	-3,1501	
2570	-3,4925	
2571	-3,80949	
2572	-4,11826	
2573	-4,41998	
2574	-4,71575	
2575	-5,01111	
2576	-5,28892	
2577	-5,56061	
2578	-5,82678	
2579	-6,08594	
2580	-6,3471	
2581	-6,61253	
2582	-6,85135	
2583	-7,0456	
2584	-7,23564	
2585	-7,43252	
2586	-7,64217	
2587	-7,84019	
2588	-8,02356	
2589	-8,20597	
2590	-8,38044	
2591	-8,54952	
2592	-8,7242	
2593	-8,88577	
2594	-9,0477	
2595	-9,20917	
2596	-9,36768	
2597	-9,51723	
2598	-9,65412	
2599	-9,79362	
2600	-9,92925	
2601	-10,0684	
2602	-10,209	
2603	-10,3523	
2604	-10,4812	
2605	-10,6001	
2606	-10,724	
2607	-10,8403	
2608	-10,9551	
2609	-11,0827	
2610	-11,1973	
2611	-11,3144	
2612	-11,4274	
2613	-11,5502	
2614	-11,6623	
2615	-11,7592	
2616	-11,8569	
2617	-11,9713	
2618	-12,0733	
2619	-12,1637	
2620	-12,2607	
2621	-12,3574	
2622	-12,4572	
2623	-12,5441	
2624	-12,6253	
2625	-12,7089	
2626	-12,7941	
2627	-12,8775	
2628	-12,9647	
2629	-13,0602	
2630	-13,1557	
2631	-13,2399	
2632	-13,3181	
2633	-13,388	
2634	-13,4628	
2635	-13,5425	
2636	-13,6201	
2637	-13,6987	
2638	-13,7781	
2639	-13,8512	
2640	-13,918	
2641	-13,9828	
2642	-14,0433	
2643	-14,1143	
2644	-14,1866	
2645	-14,2613	
2646	-14,3258	
2647	-14,3916	
2648	-14,4711	
2649	-14,5315	
2650	-14,5999	
2651	-14,6683	
2652	-14,7402	
2653	-14,811	
2654	-14,8687	
2655	-14,9123	
2656	-14,9636	
2657	-15,0219	
2658	-15,0851	
2659	-15,1495	
2660	-15,2067	
2661	-15,267	
2662	-15,3303	
2663	-15,3875	
2664	-15,4515	
2665	-15,509	
2666	-15,5626	
2667	-15,614	
2668	-15,6587	
2669	-15,6959	
2670	-15,7267	
2671	-15,7827	
2672	-15,8422	
2673	-15,8998	
2674	-15,9565	
2675	-16,0008	
2676	-16,0471	
2677	-16,0861	
2678	-16,1208	
2679	-16,1525	
2680	-16,1925	
2681	-16,2341	
2682	-16,2714	
2683	-16,3155	
2684	-16,3642	
2685	-16,4177	
2686	-16,4729	
2687	-16,5309	
2688	-16,5889	
2689	-16,6413	
2690	-16,6925	
2691	-16,7498	
2692	-16,8122	
2693	-16,8708	
2694	-16,9341	
2695	-17,024	
2696	-17,102	
2697	-17,1623	
2698	-17,2201	
2699	-17,2815	
2700	-17,3427	
2701	-17,3872	
2702	-17,4256	
2703	-17,4623	
2704	-17,4985	
2705	-17,5389	
2706	-17,5951	
2707	-17,6969	
2708	-17,844	
2709	-18,0481	
2710	-18,2804	
2711	-18,398	
2712	-18,1798	
2713	-17,9737	
2714	-17,9225	
2715	-17,9223	
2716	-17,9367	
2717	-17,9448	
2718	-17,9721	
2719	-18,0035	
2720	-18,0378	
2721	-18,0712	
2722	-18,108	
2723	-18,1492	
2724	-18,1902	
2725	-18,2249	
2726	-18,2647	
2727	-18,2895	
2728	-18,301	
2729	-18,317	
2730	-18,3098	
2731	-18,3083	
2732	-18,3139	
2733	-18,3618	
2734	-18,4236	
2735	-18,4799	
2736	-18,5496	
2737	-18,6273	
2738	-18,6904	
2739	-18,7274	
2740	-18,7542	
2741	-18,8004	
2742	-18,8452	
2743	-18,8721	
2744	-18,8851	
2745	-18,8969	
2746	-18,8935	
2747	-18,882	
2748	-18,8618	
2749	-18,8542	
2750	-18,8784	
2751	-18,9338	
2752	-19,0035	
2753	-19,0668	
2754	-19,1131	
2755	-19,1523	
2756	-19,1922	
2757	-19,192	
2758	-19,2221	
2759	-19,3063	
2760	-19,3376	
2761	-19,3596	
2762	-19,3867	
2763	-19,4144	
2764	-19,4373	
2765	-19,452	
2766	-19,4605	
2767	-19,51	
2768	-19,5965	
2769	-19,7096	
2770	-19,8026	
2771	-19,884	
2772	-19,9808	
2773	-20,0673	
2774	-20,1512	
2775	-20,1789	
2776	-20,1502	
2777	-20,1453	
2778	-20,1435	
2779	-20,1599	
2780	-20,1756	
2781	-20,1961	
2782	-20,2229	
2783	-20,2567	
2784	-20,2913	
2785	-20,3092	
2786	-20,3302	
2787	-20,3565	
2788	-20,3906	
2789	-20,4217	
2790	-20,4444	
2791	-20,4781	
2792	-20,5303	
2793	-20,5817	
2794	-20,6227	
2795	-20,6538	
2796	-20,6981	
2797	-20,7443	
2798	-20,7886	
2799	-20,8123	
2800	-20,817	
2801	-20,8401	
2802	-20,861	
2803	-20,8906	
2804	-20,9116	
2805	-20,9442	
2806	-20,9978	
2807	-21,0524	
2808	-21,0888	
2809	-21,076	
2810	-21,0525	
2811	-21,0647	
2812	-21,0965	
2813	-21,111	
2814	-21,1242	
2815	-21,154	
2816	-21,1944	
2817	-21,2383	
2818	-21,2825	
2819	-21,3147	
2820	-21,3464	
2821	-21,3881	
2822	-21,4345	
2823	-21,4592	
2824	-21,4596	
2825	-21,4796	
2826	-21,52	
2827	-21,5329	
2828	-21,5454	
2829	-21,5617	
2830	-21,5905	
2831	-21,6107	
2832	-21,6292	
2833	-21,6768	
2834	-21,7407	
2835	-21,7989	
2836	-21,8482	
2837	-21,8852	
2838	-21,9177	
2839	-21,9527	
2840	-21,9718	
2841	-22,0051	
2842	-22,035	
2843	-22,0525	
2844	-22,0786	
2845	-22,1056	
2846	-22,1232	
2847	-22,1394	
2848	-22,1466	
2849	-22,1616	
2850	-22,1786	
2851	-22,1934	
2852	-22,2038	
2853	-22,2256	
2854	-22,2387	
2855	-22,2516	
2856	-22,2895	
2857	-22,3127	
2858	-22,3443	
2859	-22,3724	
2860	-22,3927	
2861	-22,411	
2862	-22,4262	
2863	-22,4626	
2864	-22,4995	
2865	-22,5292	
2866	-22,5603	
2867	-22,5922	
2868	-22,6216	
2869	-22,6405	
2870	-22,683	
2871	-22,6977	
2872	-22,7289	
2873	-22,748	
2874	-22,7847	
2875	-22,8257	
2876	-22,8613	
2877	-22,8888	
2878	-22,9162	
2879	-22,9376	
2880	-22,9763	
2881	-23,0263	
2882	-23,0435	
2883	-23,0724	
2884	-23,0883	
2885	-23,1087	
2886	-23,1334	
2887	-23,1644	
2888	-23,1906	
2889	-23,2249	
2890	-23,2442	
2891	-23,278	
2892	-23,2941	
2893	-23,3374	
2894	-23,3562	
2895	-23,3799	
2896	-23,3882	
2897	-23,3927	
2898	-23,4218	
2899	-23,4357	
2900	-23,4629	
2901	-23,478	
2902	-23,4988	
2903	-23,5235	
2904	-23,5449	
2905	-23,571	
2906	-23,5876	
2907	-23,6069	
2908	-23,6387	
2909	-23,6598	
2910	-23,6744	
2911	-23,6945	
2912	-23,7216	
2913	-23,7413	
2914	-23,7714	
2915	-23,7847	
2916	-23,7759	
2917	-23,8094	
2918	-23,8218	
2919	-23,8499	
2920	-23,8719	
2921	-23,9037	
2922	-23,9454	
